,Year,Month,Day,Hour,Day of week,DE/LU[€/MWh],Comsumption [MWh],Wind offshore[MWh],Wind onshore[MWh],PV[MWh],Other[MWh],Outlier
61,2018,10,3,13,2,0.0,-0.3855177658009348,1.015020977453694,1.2706634212145616,1.125416791248714,-0.9339693570462204,1
62,2018,10,3,14,2,0.03,-0.5361265655127866,0.9409206783073847,1.2158747331712323,1.1150166397172236,-1.0319119983879752,1
63,2018,10,3,15,2,5.75,-0.5994555477611587,0.8822997453270355,1.1379665245921886,1.0764611782337383,-1.0205988891644253,0
64,2018,10,3,16,2,20.28,-0.5807622129591236,0.8269753440301779,1.0265942786254754,0.9924029121298287,-0.8668128150596153,0
65,2018,10,3,17,2,43.2,-0.480365197495352,0.7458519991233867,0.8629695108052,0.8199217998507339,-0.46228491375965636,0
66,2018,10,3,18,2,63.23,-0.3392889364112426,0.6245969641566989,0.630257982061925,0.3971396275320022,-0.23761137866898538,0
67,2018,10,3,19,2,71.44,-0.1731466127516768,0.5201112425364677,0.44064891443405135,-0.9248359366648679,0.13302533585063664,2
68,2018,10,3,20,2,67.95,-0.28334169716708324,0.3419552041634263,0.31236105143415765,-1.0546367986635836,0.09119090216865826,0
69,2018,10,3,21,2,56.88,-0.5050329645849695,0.16766900733187487,0.25102217366954593,-1.0546367986635836,-0.07881865197162556,0
70,2018,10,3,22,2,62.85,-0.6611647950337863,0.013448655530271802,0.21917830138925679,-1.0546367986635836,-0.08086463980992716,0
71,2018,10,3,23,2,48.72,-0.9718618270204539,-0.10837968929441463,0.1700068008458703,-1.0546367986635836,-0.19187753287165574,0
72,2018,10,4,0,3,53.24,-1.17039885019491,-0.3050249705879085,0.1406425821015673,-1.0546367986635836,-0.09641414738101924,0
73,2018,10,4,1,3,46.1,-1.2936580265458297,-0.264033315741014,0.09545767079830102,-1.0546367986635836,-0.2247336905102636,0
74,2018,10,4,2,3,45.6,-1.353667879745545,-0.20211585107717336,0.06550965352137726,-1.0546367986635836,-0.20501999592709888,0
75,2018,10,4,3,3,46.88,-1.3107050733397312,-0.10321990057242791,0.02007845031139739,-1.0546367986635836,-0.08040730135195386,0
76,2018,10,4,4,3,47.53,-1.1562195308990482,-0.033562752825607195,-3.6086886223693904e-05,-1.0546367986635836,0.08175528766731445,0
77,2018,10,4,5,3,50.88,-0.7447271879627704,-0.06667139712502199,0.005761834285197719,-1.0546367986635836,0.3083063174801916,0
78,2018,10,4,6,3,74.69,0.17416705089977277,-0.14851137935431133,0.023595771760415794,-1.0546367986635836,0.8439218631023911,2
79,2018,10,4,7,3,80.15,0.7272136095031667,-0.25170715379404573,0.010151504303168395,0.27216886964027276,1.376552673525186,2
80,2018,10,4,8,3,81.0,0.9845655994198218,-0.38686495281719785,-0.05121142188308285,0.7965785299221069,1.7186659105343682,2
81,2018,10,4,9,3,82.09,1.0447878768786512,-0.48891410754093517,-0.19807996472202266,1.008123642213609,1.8659529644469262,2
82,2018,10,4,10,3,78.96,1.1470170515772813,-0.5653076461192386,-0.3183268915364198,1.114579303654472,1.8185341874886423,2
83,2018,10,4,11,3,75.34,1.2513970218994408,-0.5458151109472887,-0.36133473729882787,1.1715408683859578,1.8373813460461734,2
84,2018,10,4,12,3,63.05,1.230552891473876,-0.4100840020661381,-0.34650507386862267,1.197543625899928,1.8475150034570553,0
85,2018,10,4,13,3,54.49,1.1471763697716166,-0.254717030548538,-0.32117823833552783,1.1992403832047895,1.7750148226457096,0
86,2018,10,4,14,3,54.4,1.0085429876673186,-0.11411278787439988,-0.3110924299587208,1.179194591720202,1.6307125039325565,0
